Country,Position,Rank,Agent_IDs,Original_USD,Converted_PKR,Final_PKR
Guyana,3|0.23,Bronze,"2579,3370,3371,3309",0.230000,66.70,93.38
Chad,3|0.23,Bronze,"2750,2579,3330,3370,3428,3309",0.230000,66.70,93.38
Chad,3|0.067,Bronze,3193,0.067000,19.43,38.86
Chad,3|0.148,Bronze,3335,0.148000,42.92,64.38
Chad,3|0.2,Bronze,3371,0.200000,58.00,81.20
Switzerland,3|0.46,Bronze,"2750,2579,3160,2442,3329,3370,3394,3309",0.460000,133.40,166.75
Switzerland,3|0.067,Bronze,3193,0.067000,19.43,38.86
Switzerland,3|0.071,Bronze,3371,0.071000,20.59,30.88
Puerto Rico,3|0.23,Bronze,"2579,3370",0.230000,66.70,93.38
Ireland,3|0.502,Bronze,"2750,2579,3160,3330,2567,3370,3371,3309",0.502000,145.58,181.98
Ireland,3|0.067,Bronze,3193,0.067000,19.43,38.86
Ireland,3|0.382,Bronze,2263,0.382000,110.78,138.47
Ireland,3|0.432,Bronze,2738,0.432000,125.28,156.60
Ireland,3|0.148,Bronze,"3329,3335",0.148000,42.92,64.38
Ireland,3|0.131,Bronze,3237,0.131000,37.99,56.98
Serbia,3|0.502,Bronze,"2579,3330,3370,3428,3371,3309",0.502000,145.58,181.98
Serbia,3|0.067,Bronze,3193,0.067000,19.43,38.86
Estonia,3|0.502,Bronze,"2750,2579,2291,3330,2567,3370,3168",0.502000,145.58,181.98
Estonia,3|0.067,Bronze,3193,0.067000,19.43,38.86
Estonia,3|0.214,Bronze,3309,0.214000,62.06,86.88
Estonia,3|0.349,Bronze,2738,0.349000,101.21,126.51
Estonia,3|0.063,Bronze,3335,0.063000,18.27,36.54
Estonia,3|0.174,Bronze,3328,0.174000,50.46,70.64
Bahrain,3|0.23,Bronze,2579,0.230000,66.70,93.38
Czech Republic,3|0.09,Bronze,2263,0.090000,26.10,39.15
Czech Republic,3|0.119,Bronze,2738,0.119000,34.51,51.77
Czech Republic,3|0.46,Bronze,"2750,2579,2291,3160,2260,3370,3330",0.460000,133.40,166.75
Czech Republic,3|0.067,Bronze,"3193,3309,3418,3371",0.067000,19.43,38.86
Czech Republic,3|0.056,Bronze,2739,0.056000,16.24,32.48
Czech Republic,3|0.055,Bronze,3237,0.055000,15.95,31.90
Czech Republic,3|0.334,Bronze,3087,0.334000,96.86,135.60
Czech Republic,3|0.074,Bronze,3335,0.074000,21.46,32.19
Czech Republic,3|0.046,Bronze,2920,0.046000,13.34,26.68
Guadeloupe,3|0.23,Bronze,2579,0.230000,66.70,93.38
Norway,3|0.46,Bronze,"2750,2579",0.460000,133.40,166.75
Norway,3|0.067,Bronze,3193,0.067000,19.43,38.86
Norway,3|0.415,Bronze,3168,0.415000,120.35,150.44
Italy,3|0.174,Bronze,2966,0.174000,50.46,70.64
Italy,3|0.144,Bronze,2263,0.144000,41.76,62.64
Italy,3|0.46,Bronze,"2442,2750,2579,3160,2615,3307,3370,3406,3266,3168,3309,3330",0.460000,133.40,166.75
Italy,3|0.192,Bronze,2738,0.192000,55.68,77.95
Italy,3|0.067,Bronze,3193,0.067000,19.43,38.86
Italy,3|0.314,Bronze,"3329,3414,3418,3371,3421",0.314000,91.06,127.48
Italy,3|0.096,Bronze,2739,0.096000,27.84,41.76
Italy,3|0.179,Bronze,3304,0.179000,51.91,72.67
Romania,3|0.167,Bronze,"2750,2291",0.167000,48.43,72.64
Romania,3|0.502,Bronze,"2579,3330,3370",0.502000,145.58,181.98
Romania,3|0.056,Bronze,2738,0.056000,16.24,32.48
Romania,3|0.067,Bronze,3193,0.067000,19.43,38.86
Romania,3|0.09,Bronze,3160,0.090000,26.10,39.15
Romania,3|0.043,Bronze,2263,0.043000,12.47,24.94
Romania,3|0.012,Bronze,3237,0.012000,3.48,6.96
Romania,3|0.027,Bronze,"2739,3168",0.027000,7.83,15.66
Romania,3|0.022,Bronze,"3328,3309",0.022000,6.38,12.76
Cyprus,3|0.502,Bronze,"2750,2579,3370,3309",0.502000,145.58,181.98
Cyprus,3|0.067,Bronze,3193,0.067000,19.43,38.86
Cyprus,3|0.055,Bronze,3371,0.055000,15.95,31.90
Cyprus,3|0.4,Bronze,3328,0.400000,116.00,145.00
Luxembourg,3|0.46,Bronze,"2750,2579,3309",0.460000,133.40,166.75
Luxembourg,3|0.067,Bronze,3193,0.067000,19.43,38.86
Suriname,3|0.23,Bronze,2579,0.230000,66.70,93.38
Guatemala,3|0.502,Bronze,"2579,3370,3371,3309",0.502000,145.58,181.98
Guatemala,3|0.443,Bronze,3421,0.443000,128.47,160.59
Madagascar,3|0.128,Bronze,2217,0.128000,37.12,55.68
Madagascar,3|0.23,Bronze,"2579,3330,3370,3309",0.230000,66.70,93.38
Madagascar,3|0.166,Bronze,2840,0.166000,48.14,72.21
Madagascar,3|0.167,Bronze,3371,0.167000,48.43,72.64
Indonesia,3|0.158,Bronze,2263,0.158000,45.82,68.73
Indonesia,3|0.434,Bronze,2295,0.434000,125.86,157.32
Indonesia,3|0.502,Bronze,"2750,2579,3330,3406,3370,3427,2442,2434,3309,1085,3353,3384,3127,3377",0.502000,145.58,181.98
Indonesia,3|0.022,Bronze,2738,0.022000,6.38,12.76
Indonesia,3|0.138,Bronze,2217,0.138000,40.02,60.03
Indonesia,3|0.207,Bronze,2739,0.207000,60.03,84.04
Indonesia,3|0.014,Bronze,"3160,3340,3327,3251,2992",0.014000,4.06,8.12
Indonesia,3|0.067,Bronze,3193,0.067000,19.43,38.86
Indonesia,3|0.008,Bronze,"3237,3334",0.008000,2.32,4.64
Indonesia,3|0.004,Bronze,"3178,2994,3417",0.004000,1.16,2.32
Indonesia,3|0.007,Bronze,"3168,3355,3027,1170,2982",0.007000,2.03,4.06
Indonesia,3|0.019,Bronze,3029,0.019000,5.51,11.02
Indonesia,3|0.134,Bronze,54,0.134000,38.86,58.29
Indonesia,3|0.01,Bronze,"3333,1329,3339",0.010000,2.90,5.80
Indonesia,3|0.191,Bronze,3206,0.191000,55.39,77.55
Indonesia,3|0.06,Bronze,3424,0.060000,17.40,34.80
Indonesia,3|0.015,Bronze,"3426,3425,3308",0.015000,4.35,8.70
Indonesia,2|0.004,Silver,3061,0.004000,1.16,2.32
Indonesia,3|0.011,Bronze,3224,0.011000,3.19,6.38
Indonesia,3|0.063,Bronze,3347,0.063000,18.27,36.54
Sweden,3|0.018,Bronze,3055,0.018000,5.22,10.44
Sweden,3|0.599,Bronze,"2750,2579,3330,3370,3309",0.599000,173.71,217.14
Sweden,3|0.111,Bronze,"2738,3335",0.111000,32.19,48.28
Sweden,3|0.067,Bronze,"3193,3314",0.067000,19.43,38.86
Sweden,3|0.083,Bronze,2263,0.083000,24.07,36.11
Sweden,3|0.467,Bronze,3087,0.467000,135.43,169.29
Sweden,3|0.215,Bronze,2739,0.215000,62.35,87.29
Djibouti,3|0.23,Bronze,2579,0.230000,66.70,93.38
Finland,3|0.507,Bronze,"2750,3371,3309",0.507000,147.03,183.79
Finland,3|0.067,Bronze,3193,0.067000,19.43,38.86
Finland,3|0.023,Bronze,"3328,3418",0.023000,6.67,13.34
French Guiana,3|0.23,Bronze,2579,0.230000,66.70,93.38
Saint Lucia,3|0.23,Bronze,2579,0.230000,66.70,93.38
Montenegro,3|0.46,Bronze,2579,0.460000,133.40,166.75
Canada,3|0.2,Bronze,2262,0.200000,58.00,81.20
Canada,2|0.023,Silver,2430,0.023000,6.67,13.34
Canada,3|0.023,Bronze,"2440,2441,2767,2677,2748,2784,2675,2524,2681,2620,2568",0.023000,6.67,13.34
Canada,3|0.502,Bronze,"2750,2579,3330,3406,3370,3309",0.502000,145.58,181.98
Canada,3|0.024,Bronze,3160,0.024000,6.96,13.92
Canada,3|0.046,Bronze,3198,0.046000,13.34,26.68
Canada,3|0.199,Bronze,2840,0.199000,57.71,80.79
Canada,3|0.067,Bronze,2567,0.067000,19.43,38.86
Canada,3|0.074,Bronze,3335,0.074000,21.46,32.19
Canada,3|0.038,Bronze,3329,0.038000,11.02,22.04
Canada,3|0.42,Bronze,3314,0.420000,121.80,152.25
Cuba,3|0.23,Bronze,"2750,2579,3160,2567,3370,3309",0.230000,66.70,93.38
Cuba,3|0.14,Bronze,3371,0.140000,40.60,60.90
Cuba,3|0.126,Bronze,3335,0.126000,36.54,54.81
Greece,3|0.155,Bronze,2263,0.155000,44.95,67.43
Greece,3|0.207,Bronze,2738,0.207000,60.03,84.04
Greece,3|0.323,Bronze,"2750,2579,3160,3370",0.323000,93.67,131.14
Greece,3|0.067,Bronze,"3193,3309,3418,3328",0.067000,19.43,38.86
Greece,3|0.05,Bronze,3237,0.050000,14.50,29.00
Greece,3|0.027,Bronze,3248,0.027000,7.83,15.66
Greece,3|0.148,Bronze,3335,0.148000,42.92,64.38
Greece,1|0.098,Gold,2739,0.098000,28.42,42.63
Greece,3|0.243,Bronze,2470,0.243000,70.47,98.66
Chile,3|0.23,Bronze,"2750,2579,3160,2567,3370,3428,3309",0.230000,66.70,93.38
Chile,3|0.03,Bronze,3109,0.030000,8.70,17.40
Chile,3|0.067,Bronze,3193,0.067000,19.43,38.86
Chile,3|0.172,Bronze,2421,0.172000,49.88,74.82
Chile,3|0.014,Bronze,3235,0.014000,4.06,8.12
Chile,3|0.015,Bronze,3237,0.015000,4.35,8.70
Chile,3|0.027,Bronze,3350,0.027000,7.83,15.66
Chile,3|0.089,Bronze,3335,0.089000,25.81,38.71
Chile,3|0.04,Bronze,"3371,2974",0.040000,11.60,23.20
Georgia,3|0.502,Bronze,"2750,2579,2567,3370,3428,3330",0.502000,145.58,181.98
Georgia,3|0.067,Bronze,3193,0.067000,19.43,38.86
Georgia,3|0.083,Bronze,"3309,3335,3421,3371,3418",0.083000,24.07,36.11
Georgia,3|0.026,Bronze,2263,0.026000,7.54,15.08
Georgia,3|0.034,Bronze,2738,0.034000,9.86,19.72
Georgia,3|0.066,Bronze,3237,0.066000,19.14,38.28
Georgia,3|0.039,Bronze,3168,0.039000,11.31,22.62
Sierra Leone,3|0.23,Bronze,"2750,2579,3160,2567,3370,3428",0.230000,66.70,93.38
Sierra Leone,3|0.067,Bronze,3193,0.067000,19.43,38.86
Sierra Leone,3|0.091,Bronze,3168,0.091000,26.39,39.59
Bahamas,3|0.23,Bronze,"2579,2567,3370,3371,3309",0.230000,66.70,93.38
Bolivia,3|0.23,Bronze,"2750,2579,3160,2567,3370,3309",0.230000,66.70,93.38
Bolivia,3|0.067,Bronze,3193,0.067000,19.43,38.86
Bolivia,3|0.07,Bronze,3168,0.070000,20.30,30.45
Bolivia,3|0.14,Bronze,3371,0.140000,40.60,60.90
Grenada,3|0.23,Bronze,"2579,3370,3371,3309",0.230000,66.70,93.38
Latvia,3|0.502,Bronze,"2750,2579,3330,2567,3370",0.502000,145.58,181.98
Latvia,3|0.067,Bronze,3193,0.067000,19.43,38.86
Latvia,3|0.089,Bronze,"3309,3314,3340,3335",0.089000,25.81,38.71
Latvia,3|0.07,Bronze,3237,0.070000,20.30,30.45
Tajikistan,3|0.502,Bronze,"2579,3370,3371,3309",0.502000,145.58,181.98
Tajikistan,3|0.067,Bronze,3193,0.067000,19.43,38.86
Brunei Darussalam,3|0.23,Bronze,"2579,2567,3370",0.230000,66.70,93.38
Brunei Darussalam,3|0.14,Bronze,3371,0.140000,40.60,60.90
Cayman islands,3|0.23,Bronze,2579,0.230000,66.70,93.38
Albania,3|0.46,Bronze,"2579,3370",0.460000,133.40,166.75
Albania,3|0.351,Bronze,"3309,3371",0.351000,101.79,127.24
Slovenia,3|0.46,Bronze,"2750,2579,2442,3160,3330,3370",0.460000,133.40,166.75
Slovenia,3|0.067,Bronze,3193,0.067000,19.43,38.86
Slovenia,3|0.247,Bronze,3309,0.247000,71.63,100.28
Slovenia,3|0.094,Bronze,2263,0.094000,27.26,40.89
Slovenia,3|0.139,Bronze,2738,0.139000,40.31,60.47
Slovenia,3|0.27,Bronze,3371,0.270000,78.30,109.62
Hong Kong,3|0.318,Bronze,"2750,2579,3330,3370",0.318000,92.22,129.11
Hong Kong,3|0.156,Bronze,2217,0.156000,45.24,67.86
Hong Kong,3|0.067,Bronze,"3193,3328",0.067000,19.43,38.86
Hong Kong,3|0.014,Bronze,3237,0.014000,4.06,8.12
Saint Kitts and Nevis,3|0.23,Bronze,3370,0.230000,66.70,93.38
Taiwan,3|0.067,Bronze,3193,0.067000,19.43,38.86
Taiwan,3|0.23,Bronze,"3371,3309",0.230000,66.70,93.38
Lithuania,3|0.318,Bronze,"2750,2579",0.318000,92.22,129.11
Lithuania,3|0.067,Bronze,3193,0.067000,19.43,38.86
Lithuania,3|0.089,Bronze,3309,0.089000,25.81,38.71
Lithuania,3|0.2,Bronze,3087,0.200000,58.00,81.20
Lithuania,3|0.227,Bronze,3371,0.227000,65.83,92.16
Central African Republic,3|0.23,Bronze,3370,0.230000,66.70,93.38
Central African Republic,3|0.076,Bronze,3168,0.076000,22.04,33.06
Liberia,3|0.23,Bronze,"2750,2579,3160,3370,3371,3309",0.230000,66.70,93.38
Liberia,3|0.067,Bronze,3193,0.067000,19.43,38.86
Liberia,3|0.166,Bronze,2840,0.166000,48.14,72.21
Japan,3|8.105,Bronze,"2750,3370,3428,3371,3330",8.105000,2350.45,2820.54
Japan,3|0.602,Bronze,"3328,3421",0.602000,174.58,218.22
Japan,1|5.883,Gold,2567,5.883000,1706.07,2047.28
Japan,3|0.632,Bronze,3160,0.632000,183.28,229.10
Guinea,3|0.23,Bronze,"2750,2579,2567,3370",0.230000,66.70,93.38
Guinea,3|0.067,Bronze,3193,0.067000,19.43,38.86
Guinea,3|0.14,Bronze,3371,0.140000,40.60,60.90
Guinea,3|0.115,Bronze,3309,0.115000,33.35,50.03
Aruba,3|0.23,Bronze,2579,0.230000,66.70,93.38
Comoros,3|0.46,Bronze,"2579,3370,3371,3309",0.460000,133.40,166.75
Malta,3|0.23,Bronze,"2750,3370,3371,3309",0.230000,66.70,93.38
Samoa,3|0.23,Bronze,"3411,3371",0.230000,66.70,93.38
Singapore,3|1.174,Bronze,"2750,2579,3193,3370,3309",1.174000,340.46,408.55
Singapore,3|0.291,Bronze,3237,0.291000,84.39,118.15
Singapore,3|0.331,Bronze,3371,0.331000,95.99,134.39
Slovakia,3|0.46,Bronze,"2750,2579",0.460000,133.40,166.75
Slovakia,3|0.067,Bronze,3193,0.067000,19.43,38.86
Slovakia,3|0.267,Bronze,3309,0.267000,77.43,108.40
Slovakia,3|0.434,Bronze,3371,0.434000,125.86,157.32
Anguilla,3|0.23,Bronze,2579,0.230000,66.70,93.38
Sao Tome and Principe,3|0.23,Bronze,2579,0.230000,66.70,93.38
Fiji,3|0.23,Bronze,2579,0.230000,66.70,93.38
Palestine,3|0.23,Bronze,"2579,3168",0.230000,66.70,93.38
Croatia,3|0.091,Bronze,"2750,2291",0.091000,26.39,39.59
Croatia,3|0.502,Bronze,"2579,3330,2263,3370,3309",0.502000,145.58,181.98
Croatia,3|0.042,Bronze,2738,0.042000,12.18,24.36
Croatia,3|0.067,Bronze,3193,0.067000,19.43,38.86
Croatia,3|0.034,Bronze,3160,0.034000,9.86,19.72
Croatia,3|0.066,Bronze,3237,0.066000,19.14,38.28
Croatia,3|0.46,Bronze,3371,0.460000,133.40,166.75
Cape Verde,3|0.23,Bronze,2579,0.230000,66.70,93.38
Monaco,3|0.46,Bronze,"2750,2579",0.460000,133.40,166.75
Monaco,3|0.067,Bronze,3193,0.067000,19.43,38.86
Macedonia,3|0.23,Bronze,"2750,2579",0.230000,66.70,93.38
Macedonia,3|0.067,Bronze,3193,0.067000,19.43,38.86
Belize,3|0.23,Bronze,"2579,3370,3371,3309",0.230000,66.70,93.38
New Caledonia,3|0.23,Bronze,2579,0.230000,66.70,93.38
New Zealand,3|0.302,Bronze,"2750,2579,3160,3370,3330",0.302000,87.58,122.61
New Zealand,3|0.185,Bronze,3237,0.185000,53.65,75.11
New Zealand,3|0.222,Bronze,3335,0.222000,64.38,90.13
Mongolia,3|0.23,Bronze,"2579,3370,3371,3309",0.230000,66.70,93.38
Mongolia,3|0.067,Bronze,3193,0.067000,19.43,38.86
Mongolia,3|0.172,Bronze,3168,0.172000,49.88,74.82
Lebanon,3|0.23,Bronze,"2750,2579",0.230000,66.70,93.38
Lebanon,3|0.172,Bronze,3168,0.172000,49.88,74.82
Denmark,3|0.502,Bronze,"2750,2579,2739,2738,2567,3370,3309,3330",0.502000,145.58,181.98
Denmark,3|0.488,Bronze,2263,0.488000,141.52,176.90
Denmark,3|0.067,Bronze,3193,0.067000,19.43,38.86
Denmark,3|0.04,Bronze,3237,0.040000,11.60,23.20
Denmark,3|0.476,Bronze,3371,0.476000,138.04,172.55
Austria,3|0.676,Bronze,"2442,2750,2579,2632,3330,2567,3370,3309",0.676000,196.04,245.05
Austria,3|0.632,Bronze,2738,0.632000,183.28,229.10
Austria,3|0.067,Bronze,3193,0.067000,19.43,38.86
Austria,3|0.439,Bronze,2263,0.439000,127.31,159.14
Austria,3|0.059,Bronze,3160,0.059000,17.11,34.22
Austria,3|0.083,Bronze,3335,0.083000,24.07,36.11
Austria,3|0.242,Bronze,3109,0.242000,70.18,98.25
Austria,3|0.066,Bronze,3329,0.066000,19.14,38.28
Austria,3|0.071,Bronze,3371,0.071000,20.59,30.88
Seychelles,3|0.23,Bronze,2579,0.230000,66.70,93.38
Australia,3|0.702,Bronze,"2750,2579,3160,2442,3370,3428,3309",0.702000,203.58,244.30
Australia,3|0.067,Bronze,"3193,3212",0.067000,19.43,38.86
Australia,3|0.063,Bronze,3335,0.063000,18.27,36.54
Australia,3|0.239,Bronze,3371,0.239000,69.31,97.03
Montserrat,3|0.23,Bronze,2579,0.230000,66.70,93.38
Dominica,3|0.23,Bronze,"2579,3370,3309",0.230000,66.70,93.38
Dominica,3|0.14,Bronze,3371,0.140000,40.60,60.90
Macau,3|0.156,Bronze,2217,0.156000,45.24,67.86
Macau,3|0.23,Bronze,3371,0.230000,66.70,93.38
Iceland,3|0.46,Bronze,"2579,3371,3309",0.460000,133.40,166.75
Eritrea,3|0.23,Bronze,2579,0.230000,66.70,93.38
Kosovo,3|0.23,Bronze,"3370,3371,3309",0.230000,66.70,93.38
Kosovo,3|0.172,Bronze,3168,0.172000,49.88,74.82
United States (virtual),3|0.2,Bronze,"2262,2750,2442,3193,3160,3406,3428",0.200000,58.00,81.20
United States (virtual),3|0.018,Bronze,"2430,2440,2767,2748,2784,2677,2568",0.018000,5.22,10.44
United States (virtual),3|0.106,Bronze,2858,0.106000,30.74,46.11
United States (virtual),1|0.018,Gold,"2441,2524",0.018000,5.22,10.44
United States (virtual),2|0.027,Silver,3209,0.027000,7.83,15.66
United States (virtual),3|0.039,Bronze,3154,0.039000,11.31,22.62
United States (virtual),3|0.075,Bronze,"3309,3328,3418",0.075000,21.75,32.63
United States (virtual),3|0.031,Bronze,3212,0.031000,8.99,17.98
United States (virtual),3|0.034,Bronze,3335,0.034000,9.86,19.72
Gibraltar,3|8.842,Bronze,"2750,2579,2567,3370,3371,3309",8.842000,2564.18,3077.02
