Country,Rank,Agent_IDs,Original_USD,Converted_PKR,Final_PKR
Netherlands,Bronze,1203,0.063000,18.27,54.81
Equatorial Guinea,Bronze,3370,0.144000,41.76,62.64
United Arab Emirates,Bronze,"3160,2260,3370,3418,3328",0.152000,44.08,66.12
United Arab Emirates,Bronze,2920,0.115000,33.35,50.03
Trinidad and Tobago,Bronze,3370,0.152000,44.08,66.12
Cambodia,Bronze,"2750,2579,3193,3160,3330,3370,3335,3371,3393,3309",0.284000,82.36,115.30
Cambodia,Bronze,3168,0.151000,43.79,65.69
Cambodia,Bronze,3421,0.214000,62.06,86.88
South Sudan,Bronze,3370,0.152000,44.08,66.12
Mauritania,Bronze,"2750,3193,3370,3371,3309,3393",0.152000,44.08,66.12
Philippines,Bronze,"2263,2750,2738,2739,2579,3160,3193,3330,3370,3309",0.036000,10.44,31.32
Philippines,Bronze,"3340,3393,3168,3418",0.014000,4.06,12.18
Philippines,Bronze,3237,0.008000,2.32,6.96
China,Bronze,"3193,3371,3393,3309",0.198000,57.42,80.39
Kuwait,Bronze,"3370,3371,3393",0.152000,44.08,66.12
Guinea-Bissau,Bronze,"2750,2579,3370",0.152000,44.08,66.12
Maldives,Bronze,"3160,3370,3371,3393,3309",0.144000,41.76,62.64
Portugal,Bronze,"2750,2579,2442,3193,3160,3370,3433",0.618000,179.22,224.03
Portugal,Bronze,"2263,3309,3329,3314,3393,3340",0.034000,9.86,29.58
Portugal,Bronze,2738,0.045000,13.05,39.15
Portugal,Bronze,2739,0.098000,28.42,42.63
Portugal,Bronze,3237,0.008000,2.32,6.96
Portugal,Bronze,3087,0.200000,58.00,81.20
Portugal,Bronze,3335,0.074000,21.46,32.19
Portugal,Bronze,"3132,3407",0.463000,134.27,167.84
Bosnia and Herzegovina,Bronze,"2750,3193,2260,3370",0.198000,57.42,80.39
Bosnia and Herzegovina,Bronze,2920,0.148000,42.92,64.38
Somalia,Bronze,"3370,3371,3393,3309",0.152000,44.08,66.12
Somalia,Bronze,3421,0.115000,33.35,50.03
Barbados,Bronze,"3370,3371,3393,3309",0.144000,41.76,62.64
Gambia,Bronze,"2750,3193,3330,3370,3371,3309,3393",0.152000,44.08,66.12
Armenia,Bronze,"2750,2579,3193,3370,3309,3393",0.152000,44.08,66.12
Armenia,Bronze,3371,0.106000,30.74,46.11
Guyana,Bronze,"3370,3371,3393,3309",0.152000,44.08,66.12
Chad,Bronze,"2750,3193,3330,2579,3370,3371,3309,3393",0.152000,44.08,66.12
Switzerland,Bronze,"2750,2579,3193,3160,2442,3329,3370,3394,3371,3393,3309",0.343000,99.47,139.26
Switzerland,Bronze,3237,0.303000,87.87,123.02
Puerto Rico,Bronze,3370,0.152000,44.08,66.12
Ireland,Bronze,"2750,2579,3160,3193,3330,3370,3371,3309,3393",0.158000,45.82,68.73
Ireland,Bronze,"2738,3329",0.143000,41.47,62.20
Ireland,Bronze,2263,0.106000,30.74,46.11
Ireland,Bronze,3237,0.126000,36.54,54.81
Ireland,Bronze,3335,0.148000,42.92,64.38
Serbia,Bronze,"2579,3193,3330,3370,3371,3393,3309",0.198000,57.42,80.39
Estonia,Bronze,"2750,2579,2291,3193,3330,3370,3168",0.051000,14.79,44.37
Estonia,Bronze,"3309,2738,3393,3328",0.046000,13.34,40.02
Estonia,Bronze,3335,0.039000,11.31,33.93
Bahrain,Bronze,"3370,3371,3393",0.152000,44.08,66.12
Czech Republic,Bronze,"2263,3309,3393,3371,3418",0.031000,8.99,26.97
Czech Republic,Bronze,"2750,2579,2291,3193,3160,2260,3370",0.652000,189.08,236.35
Czech Republic,Bronze,2738,0.042000,12.18,36.54
Czech Republic,Bronze,2739,0.020000,5.80,17.40
Czech Republic,Bronze,3087,0.467000,135.43,169.29
Czech Republic,Bronze,3335,0.074000,21.46,32.19
Czech Republic,Bronze,2920,0.490000,142.10,177.63
Guadeloupe,Bronze,"3370,3371,3393,3309",0.144000,41.76,62.64
Norway,Bronze,"2750,3193,2579,3370,3371,3393,3309",0.198000,57.42,80.39
Norway,Bronze,3168,0.166000,48.14,72.21
Italy,Bronze,2966,0.068000,19.72,59.16
Italy,Bronze,"2750,3193,3160,2615,3307,2579,3370,3406,3309",1.125000,326.25,391.50
Italy,Bronze,"2442,2738,3266",0.091000,26.39,39.59
Italy,Bronze,2263,0.067000,19.43,58.29
Italy,Bronze,"3393,3329,3414,3371,3418,3421",0.120000,34.80,52.20
Italy,Bronze,2739,0.050000,14.50,43.50
Italy,Bronze,3335,0.148000,42.92,64.38
Italy,Bronze,3168,0.062000,17.98,53.94
Italy,Bronze,3304,0.524000,151.96,189.95
Romania,Bronze,"2750,2579,2291,3193,3160,3330,3370",0.236000,68.44,95.82
Romania,Bronze,2738,0.064000,18.56,55.68
Romania,Bronze,"2263,3328,3309",0.048000,13.92,41.76
Romania,Bronze,2739,0.031000,8.99,26.97
Romania,Bronze,3335,0.045000,13.05,39.15
Romania,Bronze,3168,0.027000,7.83,23.49
Luxembourg,Bronze,"2750,3193,2579,3370,3309,3371,3393",0.198000,57.42,80.39
Suriname,Bronze,"3370,3371,3393,3309",0.144000,41.76,62.64
Guatemala,Bronze,"2579,3370,3371,3393,3309",0.198000,57.42,80.39
Guatemala,Bronze,3421,0.148000,42.92,64.38
Madagascar,Bronze,2840,0.083000,24.07,36.11
Madagascar,Bronze,"3330,3370,3371,3309,3393",0.152000,44.08,66.12
Indonesia,Bronze,"2295,3384,2982,1329,3339,2413",0.027000,7.83,23.49
Indonesia,Bronze,"2750,2263,2738,3193,2579,3330,3406,3370,3427,2442,2434,3309,1085,3353,3127",0.032000,9.28,27.84
Indonesia,Bronze,"3160,54,1170,3075",0.024000,6.96,20.88
Indonesia,Bronze,2739,0.018000,5.22,15.66
Indonesia,Bronze,"3340,3393,3327,3333,3347",0.014000,4.06,12.18
Indonesia,Bronze,3237,0.008000,2.32,6.96
Indonesia,Bronze,"3168,3251,2994,3334,3267,3308,3061",0.004000,1.16,3.48
Indonesia,Bronze,3335,0.030000,8.70,26.10
Indonesia,Bronze,3029,0.028000,8.12,24.36
Indonesia,Bronze,"3355,2992",0.007000,2.03,6.09
Indonesia,Bronze,3224,0.031000,8.99,26.97
Indonesia,Bronze,3417,0.020000,5.80,17.40
Indonesia,Bronze,3206,0.016000,4.64,13.92
Indonesia,Bronze,3027,0.022000,6.38,19.14
Sweden,Bronze,3055,0.018000,5.22,15.66
Sweden,Bronze,"2750,2579,3193,3330,3370,3393,3309",1.103000,319.87,383.84
Sweden,Bronze,"2263,3314",0.034000,9.86,29.58
Sweden,Bronze,2738,0.043000,12.47,37.41
Sweden,Bronze,3087,0.667000,193.43,241.79
Sweden,Bronze,2739,0.036000,10.44,31.32
Sweden,Bronze,3335,0.074000,21.46,32.19
Djibouti,Bronze,"3370,3371,3309,3393",0.144000,41.76,62.64
Finland,Bronze,"2750,3193,3370,3371,3393,3309,3418,3328,3168",0.198000,57.42,80.39
French Guiana,Bronze,3370,0.152000,44.08,66.12
Saint Lucia,Bronze,3370,0.144000,41.76,62.64
Montenegro,Bronze,"3370,3371,3393",0.198000,57.42,80.39
Canada,Bronze,"2262,2750,3330,3406,3370,3329,3309,3393,3314,2263,2738",0.014000,4.06,12.18
Canada,Silver,2440,0.006000,1.74,5.22
Canada,Bronze,"2441,2767,2748,2677,2675,3160,2681,2620,2568",0.006000,1.74,5.22
Canada,Bronze,"3228,3140",0.011000,3.19,9.57
Canada,Silver,3198,0.008000,2.32,6.96
Cuba,Bronze,"2750,3160,3370,2579,3371,3393,3309",0.152000,44.08,66.12
Greece,Bronze,"2750,3193,3160,3309,3393,3370,3328",0.046000,13.34,40.02
Greece,Bronze,"2263,2738,2739,3418",0.036000,10.44,31.32
Chile,Bronze,"2750,2579,3160,3193,3235,3370,3309,3393",0.144000,41.76,62.64
Chile,Bronze,2421,0.108000,31.32,46.98
Chile,Bronze,2840,0.096000,27.84,41.76
Chile,Bronze,3350,0.040000,11.60,34.80
Chile,Bronze,3335,0.052000,15.08,45.24
Chile,Bronze,3371,0.027000,7.83,23.49
Chile,Bronze,2974,0.083000,24.07,36.11
Georgia,Bronze,"2750,3193,3393,2263,2738,3370,3421,3371,3418",0.036000,10.44,31.32
Georgia,Bronze,3168,0.027000,7.83,23.49
Sierra Leone,Bronze,"2750,3160,3193,3370",0.152000,44.08,66.12
Bahamas,Bronze,"3370,3371,3393,3309",0.152000,44.08,66.12
Bolivia,Bronze,"2750,3193,3160,2579,3370,3371,3393,3309",0.152000,44.08,66.12
Bolivia,Bronze,3168,0.115000,33.35,50.03
Grenada,Bronze,"3370,3371,3393,3309",0.144000,41.76,62.64
Latvia,Bronze,"2750,3193,3330,3370,2579",0.063000,18.27,54.81
Latvia,Bronze,"3309,3340,3393",0.059000,17.11,51.33
Latvia,Bronze,3335,0.050000,14.50,43.50
Tajikistan,Bronze,"3193,2579,3370,3371,3309,3393",0.152000,44.08,66.12
Brunei Darussalam,Bronze,"3370,3371",0.144000,41.76,62.64
Cayman islands,Bronze,3370,0.144000,41.76,62.64
Saint Vincent,Bronze,3370,0.144000,41.76,62.64
Albania,Bronze,"3370,3371,3393",0.198000,57.42,80.39
Slovenia,Bronze,"2750,2579,2442,2291,3193,3160,3330,3370,3393",0.198000,57.42,80.39
Slovenia,Bronze,2738,0.070000,20.30,30.45
Slovenia,Bronze,3256,0.148000,42.92,64.38
Slovenia,Bronze,2263,0.052000,15.08,45.24
Slovenia,Bronze,"3309,3371",0.087000,25.23,37.84
Slovenia,Bronze,3335,0.074000,21.46,32.19
Hong Kong,Bronze,"2750,3193,3330,3370,2579",0.068000,19.72,59.16
Hong Kong,Bronze,3237,0.008000,2.32,6.96
Hong Kong,Bronze,"3328,1384",0.055000,15.95,47.85
Saint Kitts and Nevis,Bronze,3370,0.152000,44.08,66.12
Lithuania,Bronze,"2750,2579,3193,3330,3370,3393",0.484000,140.36,175.45
Lithuania,Bronze,"3309,3371",0.344000,99.76,139.66
Lithuania,Bronze,3087,0.334000,96.86,135.60
Lithuania,Bronze,3237,0.200000,58.00,81.20
Central African Republic,Bronze,3370,0.144000,41.76,62.64
Central African Republic,Bronze,3168,0.108000,31.32,46.98
Liberia,Bronze,"2750,2579,3193,3160,3370,3371,3309,3393",0.152000,44.08,66.12
Liberia,Bronze,2840,0.096000,27.84,41.76
Japan,Bronze,"2750,3160,3370,3328,3421,3371,3393",5.158000,1495.82,1794.98
Japan,Gold,3436,3.869000,1122.01,1346.41
Guinea,Bronze,"2750,3193,3370,3371,3309,3393",0.152000,44.08,66.12
Aruba,Bronze,"3370,3371,3393,3309",0.152000,44.08,66.12
Comoros,Bronze,"3370,3371,3309,3393",0.144000,41.76,62.64
Slovakia,Bronze,"2750,3193,3309,2579,3370,3371,3393",0.198000,57.42,80.39
Anguilla,Bronze,"3370,3371,3393,3309",0.263000,76.27,106.78
Sao Tome and Principe,Bronze,3370,0.152000,44.08,66.12
Croatia,Bronze,"2750,3193,2579,3330,3370,3371,3309,3393",0.091000,26.39,39.59
Croatia,Bronze,2738,0.076000,22.04,33.06
Croatia,Bronze,2291,0.068000,19.72,59.16
Croatia,Bronze,2263,0.058000,16.82,50.46
Croatia,Bronze,3335,0.074000,21.46,32.19
Croatia,Bronze,3237,0.066000,19.14,57.42
Cape Verde,Bronze,3370,0.152000,44.08,66.12
Monaco,Bronze,"2750,3193,3370,3371,3393,3309",0.326000,94.54,132.36
Macedonia,Bronze,"2750,3193",0.198000,57.42,80.39
Belize,Bronze,"3370,3371,3393,3309",0.152000,44.08,66.12
Belize,Bronze,3168,0.115000,33.35,50.03
New Caledonia,Bronze,3370,0.152000,44.08,66.12
New Zealand,Bronze,"2750,3160,3370,2263,2738",0.263000,76.27,106.78
New Zealand,Bronze,3237,0.183000,53.07,74.30
New Zealand,Bronze,3335,0.248000,71.92,100.69
Mongolia,Bronze,"3193,3370,3371,3393,3309",0.152000,44.08,66.12
Mongolia,Bronze,3168,0.114000,33.06,49.59
Lebanon,Bronze,"2750,2579,3370,3371,3393,3309",0.152000,44.08,66.12
Lebanon,Bronze,3168,0.115000,33.35,50.03
Denmark,Bronze,"2750,2579,2263,2738,3193,3370,3371,3393,3309",0.084000,24.36,36.54
